fips,state,name,party_winner,trump_pct,margin,POPULATION_Total,AGE_18_29,AGE_30_44,AGE_45_59,AGE_60_Plus,AGE_18_Plus,RACE_Total__Asian_alone,RACE_Total__Black_or_African_American_alone,RACE_Total__Hispanic_or_Latino,RACE_Total__White_alone,GINI_Gini_Index,INCOME_PER_CAPITA_INCOME_IN_THE_PAST_12_MONTHS__IN_2018_INFLATION_ADJUSTED_DOLLARS_,UNEMPLOY__16_YEARS_AND_OVER__ASIAN_ALONE_,UNEMPLOY__16_YEARS_AND_OVER__BLACK_OR_AFRICAN_AMERICAN_ALONE_,UNEMPLOY__16_YEARS_AND_OVER__HISPANIC_OR_LATINO_,UNEMPLOY__16_YEARS_AND_OVER__WHITE_ALONE_,UNEMPLOY_Total_16_YEARS_AND_OVER,EDU_ATTAIN_Total__Bachelor_s_degree_or_higher,EDU_ATTAIN_Total__High_school_graduate__includes_equivalency_,EDU_ATTAIN_Total__Less_than_high_school_diploma,EDU_ATTAIN_Total__Some_college_or_associate_s_degree,INDUSTRY_Total__Agriculture__forestry__fishing_and_hunting__and_mining__Agriculture__forestry__fishing_and_hunting,INDUSTRY_Total__Agriculture__forestry__fishing_and_hunting__and_mining__Mining__quarrying__and_oil_and_gas_extraction,INDUSTRY_Total__Arts__entertainment__and_recreation__and_accommodation_and_food_services__Accommodation_and_food_services,INDUSTRY_Total__Arts__entertainment__and_recreation__and_accommodation_and_food_services__Arts__entertainment__and_recreation,INDUSTRY_Total__Construction,INDUSTRY_Total__Educational_services__and_health_care_and_social_assistance__Educational_services,INDUSTRY_Total__Educational_services__and_health_care_and_social_assistance__Health_care_and_social_assistance,INDUSTRY_Total__Information,INDUSTRY_Total__Manufacturing,INDUSTRY_Total__Professional__scientific__and_management__and_administrative__and_waste_management_services__Administrative_and_support_and_waste_management_services,INDUSTRY_Total__Professional__scientific__and_management__and_administrative__and_waste_management_services__Management_of_companies_and_enterprises,INDUSTRY_Total__Professional__scientific__and_management__and_administrative__and_waste_management_services__Professional__scientific__and_technical_services,INDUSTRY_Total__Public_administration,INDUSTRY_Total__Retail_trade,CITIZEN_Estimate__Total__Not_a_U_S__citizen,CITIZEN_Estimate__Total__U_S__citizen_by_naturalization,CITIZEN_Estimate__Total__U_S__citizen__born_in_the_United_States,HEALTH_INSURANCE_No_health_insurance_coverage,HEALTH_INSURANCE_With_one_type_of_health_insurance_coverageWith_direct_purchase_health_insurance_only,HEALTH_INSURANCE_With_one_type_of_health_insurance_coverageWith_employer_based_health_insurance_only,HEALTH_INSURANCE_With_one_type_of_health_insurance_coverageWith_Medicaid_means_tested_public_coverage_only,HEALTH_INSURANCE_With_one_type_of_health_insurance_coverageWith_Medicare_coverage_only,HEALTH_INSURANCE_With_one_type_of_health_insurance_coverageWith_TRICARE_military_health_coverage_only,HEALTH_INSURANCE_With_one_type_of_health_insurance_coverageWith_VA_Health_Care_only,VETERANS_Estimate__Total__Veteran
21003,kentucky,Allen,republican,0.8102306706535668,0.6348782571550619,20794,0.18893746436038775,0.22974086041943864,0.2701641006145853,0.3111575746055883,15783,0.004087717610849284,0.014956237376166201,0.020582860440511688,0.9532076560546311,0.4379,21262,0,0,0,0.03193309256795286,0.03193309256795286,0.12937971234872964,0.3554457327504277,0.17132357599949313,0.24342647151998986,0.024773490464423748,9.503896597605018e-4,0.031172780840144458,0.0043717924348983086,0.038332382943673575,0.04416143952353798,0.07368687828676423,0.005132104162706709,0.12532471646708485,0.02084521320408034,5.702337958563011e-4,0.007159602103529113,0.02160552493188874,0.06798454032820123,0.005578532268923728,0.004280080792536309,0.9850918534192555,0.07520750174238104,0.04035988088449598,0.3652030665906355,0.14883102071849458,0.08452132040803396,0.0038649179496927076,0.007159602103529113,0.06811125894950262
21005,kentucky,Anderson,republican,0.7289120265580202,0.47630903878074543,22214,0.17220902612826602,0.2502969121140142,0.2877672209026128,0.2897268408551069,16840,0.003196182587557396,0.02547942738813361,0.017241379310344827,0.9525074277482669,0.4073,26339,0,0.0023159144893111637,0,0.04881235154394299,0.051128266033254155,0.18794536817102137,0.33248218527315915,0.10077197149643706,0.2814726840855107,0.0081353919239905,4.156769596199525e-4,0.04922802850356295,0.004216152019002375,0.035866983372921615,0.05368171021377672,0.05124703087885986,0.010866983372921616,0.107541567695962,0.014370546318289787,0,0.015498812351543942,0.08735154394299287,0.07214964370546319,0.010758980822904475,0.0028360493382551546,0.9851895201224453,0.04519002375296912,0.059263657957244656,0.5021971496437054,0.11900237529691211,0.044833729216152016,0.0027909738717339667,0.007541567695961995,0.0834916864608076
21007,kentucky,Ballard,republican,0.7943195266272189,0.5990532544378698,8090,0.16346916124940541,0.21943871888377992,0.2714444268273347,0.34564769303947995,6307,0.003955500618046972,0.0415327564894932,0.012731767614338689,0.9331273176761434,0.4617,25571,0,0.0015855398763278896,0.0019026478515934676,0.027112731885206912,0.03060091961312827,0.12002536863802124,0.3389884255589028,0.13001426985888695,0.3061677501189155,0.014745520849849373,0.0023783098144918345,0.02742983986047249,0.003329633740288568,0.04661487236403995,0.0286982717615348,0.09497383859204059,0.0025368638021246235,0.07594736007610592,0.01981924845409862,0,0.023307436182019976,0.022039004280957668,0.06675122879340416,0.004326328800988875,0.0169344870210136,0.9666254635352287,0.097669256381798,0.03932138893293166,0.3756143967020771,0.1250990962422705,0.07689868400190265,0.00459806564135088,0.0028539717773902015,0.09846202631996195
21009,kentucky,Barren,republican,0.7303628389154705,0.4748305422647528,43680,0.18342305494571592,0.2327148055697573,0.2781871221918138,0.305675017292713,33251,0.003228021978021978,0.03761446886446886,0.03118131868131868,0.9260760073260074,0.4345,20832,0,0.0053832967429550994,9.924513548464709e-4,0.035998917325794716,0.04237466542359628,0.14255210369612945,0.37445490361192146,0.151995428708911,0.22390304051005985,0.02204444979098373,0.0027367597966978436,0.04324681964452197,0.007157679468286668,0.035367357372710594,0.04219421972271511,0.0706144176115004,0.007398273736128237,0.12862771044479865,0.01590929596102373,0,0.015698775976662357,0.019307689994285886,0.06832877206700551,0.013484432234432235,0.003937728937728938,0.9781593406593406,0.07638868003969805,0.05810351568373884,0.3737331208083967,0.1576193197197077,0.06953174340621335,0.004210399687227452,0.0026766112297374515,0.07482481729872786
21011,kentucky,Bath,republican,0.7083703572063267,0.42882530655766843,12268,0.1752948885976409,0.24093490607252074,0.2853866317169069,0.2983835736129314,9156,0.004972285621128138,0.01149331594391914,0.015895011411803064,0.9596511248777306,0.4579,21175,6.55307994757536e-4,0.001310615989515072,4.3687199650502403e-4,0.03789864569681083,0.040301441677588465,0.11085626911314984,0.3782219309742246,0.20489296636085627,0.20227173438182613,0.021406727828746176,0.001965923984272608,0.04041065967671472,0.005351681957186544,0.03778942769768458,0.04892966360856269,0.06323722149410223,0.00928352992573176,0.11784622105723024,0.028615115771079072,0,0.009174311926605505,0.020642201834862386,0.05406290956749672,0.0078252363873492,0.0019563090968373,0.9863873492011738,0.07164700742682394,0.03691568370467453,0.3594364351245085,0.200087374399301,0.053735255570117955,0.003931847968545216,0.001310615989515072,0.06432940148536478
21013,kentucky,Bell,republican,0.8104340900039825,0.6323178016726404,27188,0.18563266835253348,0.22721738316006368,0.27362555024819707,0.31352439823920575,21354,0.001176989848462557,0.02879947035456819,0.010261880241282918,0.9533617772546712,0.4975,15279,0,0.0011707408448065936,0,0.032499765851831036,0.03367050669663763,0.08017233305235553,0.3427929193593706,0.2724079797695982,0.19602884705441603,0.004776622646810902,0.01362742343354875,0.02388311323405451,0.004074178139926945,0.017045986700384003,0.032499765851831036,0.06261122038025663,0.005432237519902594,0.05109113046735975,0.009600074927414068,0,0.010536667603259343,0.018685023883113234,0.0495925821860073,0.0024643224952184788,0.0017654847726938355,0.9944092982198028,0.05568043457900159,0.016062564390746464,0.22614030158284162,0.2995223377353189,0.11543504729793012,0.0014517186475601761,0.0035122225344197807,0.05900533857825232
21015,kentucky,Boone,republican,0.668885638377265,0.35692110212245143,129095,0.19088571308123603,0.2804160870115088,0.28112221238564983,0.24757598752160534,94884,0.0225492854099694,0.03052790580580193,0.041357140090630934,0.9078740462450133,0.4115,34433,4.5318494161291685e-4,0.0024872475865267063,0.0010328400994899034,0.027380801821171113,0.03135407444880064,0.28261877661144136,0.2514227899329708,0.06930567851271026,0.29644618692297964,0.003109059483158383,0.0010117617301125584,0.04370599890392479,0.009348256818852494,0.035148180936722735,0.046656970616753085,0.08171029889127777,0.012668099995784327,0.09652839256355128,0.024187428860503353,2.8455798659415707e-4,0.04618270730576283,0.025905315964756967,0.0953690822477973,0.03242573298733491,0.02052751849413223,0.9411441186722956,0.05138906454196703,0.038320475528013154,0.5893512077905653,0.06299270688419543,0.052748619366805784,0.004173517136714304,0.004152438767336959,0.09044728299818726
21017,kentucky,Bourbon,republican,0.6415837479270315,0.29995854063018246,20144,0.17792199447407311,0.22000899569491744,0.2785452676219238,0.32352374220908564,15563,0.0044181890389197774,0.07123709293089754,0.06860603653693408,0.9042891183478952,0.4526,27477,0,0.0018633939471824198,0.004048062712844567,0.036753839234080835,0.04266529589410782,0.17008288890316778,0.35166741630790976,0.15183447921351925,0.2603611128959712,0.061620510184411746,0,0.04253678596671593,0.005140397095675641,0.034826190323202465,0.043629120349547,0.07556383730643192,0.007068046006554006,0.09246289275846559,0.017413095161601232,0,0.020368823491614726,0.03611128959712138,0.06643963246160765,0.03896942017474186,0.01017672756155679,0.9479249404289118,0.09098502859345885,0.06001413609201311,0.40692668508642293,0.10929769324680332,0.0724153440853306,0.0015421191287026924,0.0014778641650067467,0.07665617168926299
21019,kentucky,Boyd,republican,0.657211162705163,0.331570962254609,48091,0.1673315192983383,0.24175098406995482,0.25815655298126966,0.33276094365043724,37853,0.0027655902351791397,0.025659686843692166,0.017674824811295252,0.944771370942588,0.4855,25467,0,5.811956780175944e-4,8.453755316619554e-4,0.04472564922199033,0.04615222043166988,0.18423902993157742,0.29036007714051726,0.10091670409214594,0.32554883364594617,0.002219110770612633,1.5850791218661664e-4,0.05003566428024199,0.005257179087522786,0.022111853750033023,0.04596729453411883,0.09756161995086254,0.011359733706707526,0.0494544686022244,0.020896626423268963,2.6417985364436106e-4,0.016590494808865874,0.026655747232716034,0.06369376271365546,0.00557276829344368,0.0047202179201929675,0.983759955085151,0.06807914828415185,0.032256360129976486,0.3428526140596518,0.15586611365017303,0.08498665891739096,0.004306131614403085,0.0059704646923625605,0.10091670409214594
21021,kentucky,Boyle,republican,0.6127918220748723,0.24685730073214535,29913,0.2331881751947073,0.21174943472071014,0.2436981827317645,0.311364207352818,23882,0.00875873366095009,0.07067161434827667,0.03299568749373182,0.8816902350148764,0.4731,24933,0,0.005317812578511012,0.002009881919437233,0.019470731094548194,0.02679842559249644,0.19407922284565782,0.28912988861904365,0.10920358428942299,0.23913407587304245,0.011389330876810988,0.0018005192194958546,0.04296122602797086,0.00875136085754962,0.02905954275186333,0.07641738547860313,0.08177707059710242,0.009253831337408928,0.09433883259358512,0.009379448957373753,4.187253998827569e-4,0.01612092789548614,0.01905200569466544,0.051503224185579094,0.015578511015277638,0.007856116069936149,0.9695784441547154,0.0549367724646177,0.05037266560589566,0.3948161795494515,0.1105853781090361,0.08119085503726656,0.005820283058370321,0.0020517544594255087,0.06649359350138179
21023,kentucky,Bracken,republican,0.8002826189354687,0.6118699952896844,8306,0.17509603072983354,0.234955185659411,0.30201664532650446,0.28793213828425096,6248,0.005538165181796292,3.611846857693234e-4,0.017818444497953285,0.9677341680712738,0.4433,23480,0,0,0,0.0337708066581306,0.0337708066581306,0.12403969270166454,0.3983674775928297,0.13652368758002562,0.2453585147247119,0.012804097311139564,0.006241997439180537,0.0161651728553137,0.004321382842509603,0.06258002560819462,0.05297695262483995,0.051856594110115235,0.014564660691421255,0.09891165172855314,0.02112676056338028,0,0.013924455825864277,0.020646606914212547,0.06306017925736236,0.011557909944618349,0.0015651336383337346,0.9844690585119191,0.05441741357234315,0.039852752880921896,0.4292573623559539,0.12868117797695264,0.09026888604353393,0.006402048655569782,0.0076824583866837385,0.0603393085787452
21025,kentucky,Breathitt,republican,0.7534004592828122,0.5235824059353471,13116,0.19183869419107058,0.23821411425828132,0.28391742678828613,0.28602976476236197,10415,0.0021347971942665446,0.011131442512961269,0.010673985971332723,0.9743061909118633,0.5253,17729,0,0,0.0030724915986557848,0.04685549687950072,0.04992798847815651,0.1270283245319251,0.3183869419107057,0.23197311569851176,0.20451272203552567,0.004032645223235718,0.013250120019203072,0.0228516562650024,0.006913106096975516,0.02784445511281805,0.0556889102256361,0.07239558329332693,0.002400384061449832,0.024771963514162266,0.01661065770523284,0,0.011233797407585214,0.03322131541046568,0.04215074411905905,8.386703263189997e-4,0.004117108874656907,0.9922994815492528,0.04397503600576092,0.033797407585213636,0.26922707633221316,0.32078732597215553,0.09591934709553529,0.002016322611617859,0.002976476236197792,0.04618338934229477
21027,kentucky,Breckinridge,republican,0.7549259876482698,0.5245564160376434,20080,0.163075131042516,0.21717465864233482,0.2761923251148644,0.34355788520028474,15453,0.0035358565737051793,0.018376494023904382,0.014392430278884462,0.9543824701195219,0.425,22521,0,9.059729502362001e-4,8.412605966479001e-4,0.0438749757328674,0.045622209279751504,0.09913932569727561,0.4008283181259302,0.16152203455639683,0.23794732414417913,0.019801980198019802,1.9413706076490002e-4,0.0231023102310231,0.0024590694363554,0.050475635798874006,0.05267585582087621,0.05778813175435191,0.0049181388727108,0.12055911473500291,0.013783731314307901,0,0.0068595094803598,0.014948553678897301,0.05539377467158481,0.003386454183266932,0.003336653386454183,0.9911354581673307,0.0803727431566686,0.046981168705105804,0.37112534782890055,0.12004141590629651,0.07681356370931211,0.0054358377014172,0.0025237817899437004,0.0978450786255096
21029,kentucky,Bullitt,republican,0.7311776751273871,0.47992761560074293,79466,0.18923833801490525,0.2508889574436994,0.28440143532124246,0.27547126922015297,61589,0.006505927063146503,0.00773915888556112,0.018611733319910402,0.960184229733471,0.3863,27423,0,0,2.597866502135122e-4,0.03143418467583497,0.03169397132604848,0.12714932861387584,0.3707480231859585,0.10708080988488204,0.28430401532741234,0.0040429297439477825,5.195733004270244e-4,0.03159655133221841,0.0055042296513987884,0.041744467356183736,0.03823734757830132,0.08154053483576612,0.016658818944941468,0.11052298300021107,0.02182207861793502,0.0012015132572374936,0.022812515221874035,0.01738946889866697,0.08288817808374872,0.0025797196285203736,0.009161150680794303,0.9825585785115647,0.03953628082936888,0.03812369091883291,0.530679179723652,0.08876585104482944,0.05390572991930377,0.007517576190553508,0.0025329198395817433,0.08589196122684245
21031,kentucky,Butler,republican,0.809795918367347,0.6336326530612245,12745,0.17622702484346597,0.24096142193496264,0.2619672793375076,0.32084427388406384,9902,0.0020400156924284033,0.0036092585327579443,0.032012553942722635,0.9690859160455081,0.4487,22597,0,0,0.0014138557867097556,0.03150878610381741,0.03292264189052717,0.11512825691779438,0.38699252676227025,0.20935164613209453,0.20258533629569783,0.015249444556655221,0.004241567360129267,0.0159563724500101,0.0051504746515855385,0.04746515855382751,0.049888911331044235,0.052716622904463745,0.00414057766107857,0.12896384568773986,0.024035548374065845,9.089072914562715e-4,0.007069278933548778,0.01787517673197334,0.03645728135730156,0.014750882699097686,0.0021969399764613573,0.9803844644958808,0.08715411028075136,0.03120581700666532,0.3983033730559483,0.13239749545546353,0.08008483134720258,0.008483134720258533,0.0030296909715209048,0.08776004847505554
21033,kentucky,Caldwell,republican,0.7625116568231272,0.5397886229406279,12727,0.16482625873771653,0.2166953702765677,0.28011346368149126,0.33836490730422447,9871,0,0.06600141431602105,0.017364657814096015,0.9226840575155182,0.5086,28500,0,0.005166649782190254,0,0.023300577449093304,0.02846722723128356,0.13686556579880457,0.4277175564785736,0.1104244757370074,0.24161685746125014,0.021679667713504203,0.015094721912673487,0.037584844493972244,0.0023300577449093304,0.02127444027960693,0.04416979029480296,0.06615337858373012,0.004964036065241617,0.12784925539459022,0.021071826562658293,0,0.010637220139803465,0.024009725458413535,0.059973660216796676,0,0.005500117859668421,0.9890783373929442,0.06898997062101105,0.04153581197447067,0.39428629318204844,0.13777732752507343,0.09725458413534596,0.0016209097355890994,0.002431364603383649,0.06179718366933441
21035,kentucky,Calloway,republican,0.6502835538752363,0.3182104599873976,38776,0.3195057369814651,0.19114865716807464,0.2190455175892069,0.2703000882612533,31724,0.015009284093253559,0.034196410150608626,0.026717557251908396,0.9113369094285125,0.4863,22489,0,0.0011663094187366033,9.141344092800403e-4,0.025501197831294918,0.02758164165931156,0.21772159878955996,0.2456499810868743,0.08340688437775816,0.2097150422393141,0.008227209683520363,0.001859790694742151,0.05298827386206027,0.007155465893329971,0.03492623880973396,0.11965704198713907,0.058063295927373595,0.006146765855503719,0.06298070861177657,0.016328331862312445,0,0.02212835707981339,0.020867482032530575,0.0677405119152692,0.035563234990715904,0.015086651537033216,0.9391118217454095,0.05465893329971,0.08034926238809734,0.40158870255957635,0.12230487958643299,0.0575274240322784,0.010150044130626656,0.0048858908082209055,0.061593746059765475
21037,kentucky,Campbell,republican,0.5827161504153198,0.18634150333483368,92267,0.2263335398169179,0.24135177920022025,0.25727854635556474,0.27503613462729715,72645,0.01016614824368409,0.031983265956409115,0.020072181820152385,0.9377892420908884,0.4587,32225,5.230917475394039e-4,0.0016381031041365545,0,0.027544910179640718,0.02970610503131668,0.29181636726546906,0.2611879688898066,0.08140959460389566,0.237084451786083,0.0033725652143987888,6.05685181361415e-4,0.04404983137173928,0.010324179227751393,0.036809140340009636,0.06339046045839355,0.09155482139169936,0.010805974258379793,0.06779544359556748,0.02669144469681327,0.0015142129534035378,0.048482345653520546,0.024709202285085004,0.07275104962488815,0.011802703024916818,0.009396642353170689,0.9723086260526516,0.050946383095877214,0.06362447518755593,0.5005712712506022,0.08176749948379104,0.07173239727441669,0.0026154587376970195,0.0058366026567554545,0.07353568724619726
21039,kentucky,Carlisle,republican,0.8184230477634572,0.6429112964366945,4841,0.1779772907314497,0.21785054132558754,0.250330076577766,0.35384209136519673,3787,0.005577360049576534,0.013426977897128692,0.021689733526130964,0.9533154306961371,0.4914,24943,0,0.004753102719831001,0,0.026142064959070503,0.030895167678901506,0.13704779508846052,0.3261156588328492,0.1573805122788487,0.26934248745709005,0.020068655928175336,0,0.029574861367837338,0.008185899128597835,0.046474782149458674,0.04304198574069184,0.059149722735674676,0.012146818061790335,0.07974650118827568,0.015315553208344336,0,0.020596778452601005,0.022181146025878003,0.04726696593609717,8.262755629002272e-4,0.006197066721751705,0.989051848791572,0.059677845260100344,0.05624504885133351,0.35146554000528124,0.14813836810139952,0.12648534459994717,0.004489041457618167,0.0010562450488513335,0.07235278584631634
21041,kentucky,Carroll,republican,0.7142166344294004,0.4443907156673114,10711,0.1906320825988416,0.2600100730294636,0.2681944094686477,0.28116343490304707,7942,0.004201288395107833,0.02968910465876202,0.06843431985808981,0.9205489683502941,0.4793,23546,0,0.011332158146562578,0,0.0443213296398892,0.05565348778645177,0.07882145555275749,0.38667841853437424,0.20083102493074792,0.24779652480483505,0.016116847141777888,0.0018886930244270965,0.05766809367917401,0.0039032989171493325,0.04608410979602116,0.033366910098212035,0.03777386048854193,0.0025182573659027953,0.14542936288088643,0.029211785444472425,0,0.005917904809871569,0.02077562326869806,0.05615713925963233,0.01988609840351041,0.009709644290915882,0.9699374474838951,0.10035255603122639,0.03097456560060438,0.3863006799294888,0.16393855452027198,0.08398388315285822,0,0.00554016620498615,0.08750944346512214
21043,kentucky,Carter,republican,0.7573795960642155,0.5293457621267047,27290,0.19950808816573645,0.21880616781761422,0.25796991769936617,0.32371582631728313,21142,6.22938805423232e-4,0.009783803591058996,0.009197508244778307,0.9762550384756321,0.4846,17782,0,0.004493425409138208,0,0.030460694352473748,0.03495411976161196,0.11971431274240847,0.350108788194116,0.191892914577618,0.21171128559265917,0.011824803708258443,0.0024122599564847225,0.029278213981647906,0.002979850534481128,0.03386623782045218,0.057752341311134235,0.07080692460505156,0.011115315485762936,0.040157033393245674,0.012959984864251253,0,0.0064799924321256265,0.02246712704569104,0.04763030933686501,0.002821546353975815,1.4657383657017223e-4,0.9950897764748993,0.08703055529278214,0.04067732475640904,0.3267429760665973,0.18441963863399868,0.09289565793207832,0.0019392678081543847,0.004635323053637309,0.05439409705798884
21045,kentucky,Casey,republican,0.8616650397434109,0.7336494212801561,15796,0.17580170157068062,0.22341295811518325,0.2585896596858639,0.34219568062827227,12224,0.002215750822993163,0.007090402633578121,0.02905798936439605,0.9729678399594834,0.4523,18285,0,0,0.0014725130890052356,0.040657722513089,0.04213023560209424,0.1212369109947644,0.34964005235602097,0.22545811518324607,0.20762434554973822,0.0137434554973822,4.908376963350785e-4,0.022660340314136124,0,0.036240183246073296,0.05677356020942408,0.0731348167539267,0.005153795811518325,0.09563154450261781,0.008262434554973821,0,0.010634816753926702,0.014479712041884817,0.04842931937172775,0.009749303621169917,0.002215750822993163,0.9851228159027602,0.09726767015706807,0.04319371727748691,0.30497382198952877,0.16483965968586387,0.12172774869109948,0.006544502617801047,0.004826570680628272,0.06168193717277487
21047,kentucky,Christian,republican,0.6319406612747769,0.28428948581485985,72263,0.35241193030510537,0.2405082553450506,0.1858593928326866,0.22122042151715743,52572,0.015540456388469895,0.2119480231930587,0.07749470683475637,0.7132695847114014,0.4557,21770,3.6140911511831395e-4,0.015293312029217073,0.002548885338202846,0.022217149813588983,0.040420756296127215,0.1358327626873621,0.25412767252529866,0.11376778513277029,0.2897169595982652,0.008179258921098683,0.0032526820360648254,0.03142357148291866,0.005497222856273302,0.023016054173324203,0.03747241877805676,0.06180095868523168,0.00861675416571559,0.08981967587308834,0.02031499657612417,5.896675036140912e-4,0.01483679525222552,0.030034999619569354,0.05023586700144564,0.01457177255303544,0.016066313327705743,0.9493101587257656,0.07209160769991631,0.030605645590808795,0.2501141291942479,0.1289089249029902,0.053811915087879476,0.07669481853458114,0.007228182302366278,0.11019173704633645
21049,kentucky,Clark,republican,0.6511384310050168,0.32013892717349357,35872,0.17734912009212941,0.23680138194119552,0.27800770144312087,0.3078417965235542,27787,0.005575379125780553,0.0463592774308653,0.028685325602140946,0.926906779661017,0.4439,27416,5.398207795012055e-4,6.117968834346997e-4,3.2389246770072336e-4,0.03422463742037644,0.03570014755101306,0.18004822398963544,0.3178104869183431,0.1403893907222802,0.27394105157087845,0.008673120523986036,3.2389246770072336e-4,0.04095440313815813,0.0056141361068125385,0.04242991326879476,0.05034728470147911,0.07654658653327095,0.00449850649584338,0.10292582862489653,0.02177277143988196,0,0.024507863389354734,0.03440457768021017,0.07150825925792637,0.013994201605709189,0.0066347011596788585,0.9716770740410348,0.06348292366934177,0.041530211969626085,0.431784647497031,0.11822075071076403,0.08237665095188397,0.005758088314679526,0.0028430561053730164,0.09090581926800302
21051,kentucky,Clay,republican,0.8795942563562114,0.7701225135028323,20621,0.1905818540433925,0.2723126232741617,0.27120315581854043,0.26590236686390534,16224,0,0.03375200038795403,0.027108287667911353,0.9363755394985694,0.4947,15063,0,0.0016642011834319527,0,0.03722879684418146,0.03889299802761341,0.08524408284023668,0.3072608481262327,0.3203895463510848,0.18226084812623275,0.005177514792899409,0.00585552268244576,0.028907790927021695,0,0.022250986193293885,0.047583826429980276,0.04974112426035503,0.016333826429980276,0.034886587771203154,0.008629191321499015,0,0.011156311637080868,0.017135108481262328,0.03735207100591716,0.004606954075942001,0.003346103486736822,0.9895252412589108,0.07975838264299803,0.03069526627218935,0.19076676528599606,0.2930843195266272,0.0944896449704142,0.0040680473372781065,9.861932938856016e-4,0.04974112426035503
21053,kentucky,Clinton,republican,0.8678021086780211,0.7455393349553934,10211,0.17062276671771312,0.22294538029606942,0.26824910668708524,0.3381827462991322,7836,0.0018607384193516795,0.004211144843795906,0.028302810694349232,0.9764959357555577,0.5176,20235,0,0,0.0015313935681470138,0.033690658499234305,0.03522205206738132,0.091628381827463,0.35145482388973964,0.24336396120469628,0.21733027054619705,0.020163348647269014,0.007656967840735069,0.034839203675344564,0,0.020673813169984685,0.045686574783052575,0.07120980091883614,0.015313935681470138,0.09992343032159265,0.014165390505359877,0,0.006636038795303726,0.02514037774374681,0.04198570699336396,0.0068553520712956615,5.876016061110567e-4,0.9925570463225932,0.0723583460949464,0.06878509443593671,0.2656967840735069,0.1860643185298622,0.10209290454313426,0.00523226135783563,0.006891271056661562,0.07937723328228688
21055,kentucky,Crittenden,republican,0.8135313531353136,0.6412069778406413,9083,0.1581467398957893,0.22926348401633573,0.2651739191663146,0.34741585692156035,7101,0,0.012000440383133327,0.011449961466475833,0.965760211383904,0.4595,24011,0,0,0,0.021405435854105054,0.021405435854105054,0.11927897479228278,0.3795240107027179,0.15293620616814532,0.24095197859456416,0.01281509646528658,0.03407970708350937,0.021687086325869596,0.0019715533023517817,0.04464159977467962,0.03619208562174342,0.0777355302070131,0.0012674271229404308,0.08449514152936206,0.01408252358822701,0,0.015772426418814253,0.03858611463174201,0.05365441487114491,0.0023120114499614666,0.0025322030166244633,0.9894308048001762,0.09590198563582594,0.0475989297282073,0.3610759048021405,0.13491057597521475,0.10477397549640896,0.005351358963526264,0.003098155189409942,0.0984368398817068
21057,kentucky,Cumberland,republican,0.8368087035358114,0.6832880024176488,6713,0.1628658304827062,0.18681109844165716,0.3055872291904219,0.3447358418852147,5262,0.0035751526888127515,0.03902875018620587,0.008788917026664681,0.9308803813496201,0.4672,17926,0,0.007411630558722919,0,0.020334473584188523,0.02774610414291144,0.11516533637400228,0.37362219688331433,0.16875712656784492,0.22805017103762829,0.004561003420752566,0.004370961611554542,0.01596351197263398,0.003990877993158495,0.031166856708475865,0.049410870391486124,0.08323831242873432,0,0.10604332953249715,0.014823261117445839,0,0.017483846446218167,0.012162675788673508,0.055872291904218926,0.004468940861015939,0.0031282586027111575,0.9924028005362729,0.10414291144051692,0.060053211706575446,0.322500950209046,0.12751805397187382,0.09255036107943748,0.0028506271379703536,0.011022424933485367,0.08361839604713037
21059,kentucky,Daviess,republican,0.629476332501471,0.27875504696978914,99937,0.19432308629226575,0.24512140228241586,0.26061111552413485,0.29994439590118355,75534,0.014669241622222,0.042856999909943266,0.030108968650249656,0.9055004652931347,0.465,27462,1.7210792490798845e-4,0.003428919427013001,0.0018799481028411048,0.02899356581142267,0.034474541266184766,0.20577488283422035,0.31048269653401117,0.0903301824344004,0.2876188206635422,0.009995498715810099,0.0017872746048137262,0.044046389705298276,0.007056424921227527,0.03639420658246617,0.05071888156326952,0.09281912780999285,0.00647390579076972,0.09701591336351842,0.02253289909179972,0,0.019302565731988245,0.022016575317075755,0.07358275743373845,0.02013268359066212,0.009055705094209351,0.9654282197784604,0.05257235152381709,0.06308417401435115,0.442793973574814,0.11246590939179707,0.07196759075383272,0.003084703577197024,0.002925834723435804,0.08253236952895385
21061,kentucky,Edmonson,republican,0.7873450750163079,0.5872472276581866,12122,0.18228054114535652,0.2236801953005798,0.26640219713152274,0.3276370664225409,9831,9.074410163339383e-4,0.015261508001979871,0.007754495957762745,0.9556178848374856,0.4268,21459,0,0,0,0.04424778761061947,0.04424778761061947,0.09561590885972943,0.3709693825653545,0.18278913640524871,0.22663004780795443,0.0029498525073746312,0,0.042009968467093886,0.005797985962770827,0.06825348387753026,0.05797985962770827,0.05940392635540637,0.011799410029498525,0.06916895534533618,0.019428338927881192,0,0.011189095717627912,0.013325195809175058,0.047502797273929406,0.0032997855139415937,0.0027223230490018148,0.9930704504207226,0.05106296409317465,0.04699420201403723,0.34737056250635745,0.17495676940290916,0.10517749974570237,0.004780795442986471,0.0031532906113315023,0.07557725561997762
